,id,author,instance_id,rating,review_body,review_date,review_header,review_link,review_votes,sentiment,verified_purchase
23,1626,Natalia,10,5,great!,2018-09-11,love it,https://www.amazon.com/gp/customer-reviews/R1XVKXNC3X6FTX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
24,1643,C. Tierney,10,1,I have the original Alexa. These echo dots sound quality is nothing compared to my Alexa.,2018-09-11,Poor sound,https://www.amazon.com/gp/customer-reviews/RVSGO6PNWFHBZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
25,1691,ARossmazon Customer,10,5,"I use Alexa for a number of things, such as; music, phone call, shopping list, reminder Etc.",2018-09-11,Enjoy Echo Dot,https://www.amazon.com/gp/customer-reviews/R1ML3M26N4IHCL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
26,1707,Margaret V.,10,5,"I wish that the top of this was white also since that's mainly what shows Also, the speaker quality isn't great, but decent for the price..",2018-09-11,decent,https://www.amazon.com/gp/customer-reviews/R1J5ZTYPGPDKK8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
27,1708,Jorzuri,10,3,I like this. Sometimes it misses requests though.,2018-09-11,I like this. Sometimes it misses requests though,https://www.amazon.com/gp/customer-reviews/R292YV3Q081SZ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
28,1766,Joshua Lee,10,5,Works great. Helpful to use as an intercom and alarm clock for the kids. Works great in the kitchen for answers and cooking timer.,2018-09-11,Great and helpful.,https://www.amazon.com/gp/customer-reviews/RB8FT0ZRKUQS8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
29,1826,Debbie C.,10,4,Difficulties connecting to Wi-Fi and The echo.is sensitive to AC & TV when they are on in the same room.,2018-09-11,My echo dot I really like! It is my personal home assistant! ;-),https://www.amazon.com/gp/customer-reviews/R3BKSSXDML9I4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
30,2013,J. B. Barnes,10,5,"My first reaction upon receiving the Dot was, ""This thing is so tiny. It's going to sound awful."" But I was surprised how great it sounds for its size. While I don't recommend it for music, it is great for voice. So Alexa's responses, talk radio, and podcasts are perfectly enjoyable. And the microphones are sensitive enough to pick up up from the other side of a very large room.",2018-09-11,Good Audio Quality for its Size,https://www.amazon.com/gp/customer-reviews/RKZHUS869OZP2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
31,2027,Amazonreviewer7777,10,5,Very useful! Alexa is like my personal assistant.,2018-09-11,"uses it every day to play music, ask weather and set an alarm.",https://www.amazon.com/gp/customer-reviews/R1ARUCMTGDYSUY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
32,2064,Virginia Wardlaw,10,5,"I had a little struggle getting it all set up, but it works well now. My family enjoys it.",2018-09-11,It works like a charm.,https://www.amazon.com/gp/customer-reviews/RNDT0OTMYK7AM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
33,2065,ashlyn,10,5,Bought this as a gift for my boyfriend and he uses it for everything from light switches to music to a timer. So worth it!,2018-09-11,Bought this as a gift for my boyfriend and he ...,https://www.amazon.com/gp/customer-reviews/R3NLATRN1D3BNR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
34,2066,Nancy L.,10,5,Takes a bit of time and expertise to set it up but great to use when it is.,2018-09-11,Technology needed to set up.,https://www.amazon.com/gp/customer-reviews/RTAB4ID6CEPO2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
35,2067,Jenn,10,5,"I love Alexa!! Super helpful!! I can ask questions, ask for weather updates, and much more!!",2018-09-11,Alexa is a lifesaver,https://www.amazon.com/gp/customer-reviews/R2OZRDVP6GY8AQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
36,2068,Mariam Mena,10,3,She’s very quiet,2018-09-11,Not loud enough at all!,https://www.amazon.com/gp/customer-reviews/R2JPKGOFPBAQOJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
37,2069,Marcelo Aleman,10,5,Perfect!,2018-09-11,Five Stars,https://www.amazon.com/gp/customer-reviews/R145C5GE8CYI8Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
38,2070,Marie Ledbetter,10,5,I like all of the echos we have 5 of them and enjoy all she does and are learning more and more she can do love this product,2018-09-11,Love this,https://www.amazon.com/gp/customer-reviews/R1TFIAV2ZDIC5P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
39,2071,Roger,10,3,"This device is nice, but it has a lot to learn to be very useful.",2018-09-11,Not to intelligent,https://www.amazon.com/gp/customer-reviews/R2MBW1M5N79452/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
40,2106,Fay,10,5,Love this product!,2018-09-12,Happy customer,https://www.amazon.com/gp/customer-reviews/R35WJ5STHV3KJT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
41,2107,Perumal,10,4,Good addition to our assistant list,2018-09-12,Alexa,https://www.amazon.com/gp/customer-reviews/R10ES7D7GHWDWC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
42,2108,Paul F Wesley,10,5,"Easy set up. Love that I can hook it up to my stereo via cable and also can access my phone via Bluetooth. Responsive and all in all, a sweet addition.",2018-09-12,Ease of set up and operation,https://www.amazon.com/gp/customer-reviews/R18O6561CXBIHY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
43,2109,Anna S,10,5,I love it and use it every day. I bought this instead of the actual Alexa and have no regrets- it functions perfectly. I keep it by my bed and use it for checking my calendar and the weather and setting alarms. For the price it can’t be beat!,2018-09-12,Great Alarm Clock,https://www.amazon.com/gp/customer-reviews/R3VP9TXNT47CS3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
44,2110,B. Gallozzi,10,1,Absolute garbage. It understands nothing at all. I threw it out. I wouldn’t give this away as it would not be fair to torture/frustrate another person.,2018-09-12,Total garbage,https://www.amazon.com/gp/customer-reviews/RQFRMPWA9ZESK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
45,2111,Emily McNulty,10,5,"Used for me. Just love it. Love the games, weather, it even finds my phone.",2018-09-12,Love my Echo.,https://www.amazon.com/gp/customer-reviews/R14RVAOSKLFSJD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
46,2112,miguel correa,10,5,Wifw and kids love it,2018-09-12,Kids play all the songs they like when they want,https://www.amazon.com/gp/customer-reviews/RMZ1ZV4TX9DV1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
47,2113,Janaka,10,5,Love it,2018-09-12,Love the device,https://www.amazon.com/gp/customer-reviews/R28NWOE2IHX7LS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
48,2114,Matthew Young,10,2,Sound quality is severely lacking. Also the dot does not respond to you near as well as the actual echo.,2018-09-12,Plan on using a external speaker,https://www.amazon.com/gp/customer-reviews/R2ZJ0FLG5MYF88/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
49,2115,Satisfied Customer,10,5,This product was a gift and still learning how to use it.,2018-09-12,New learner,https://www.amazon.com/gp/customer-reviews/R3E0LOELVQVIXB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
50,2116,Maria Dewey,10,5,"I bought a second Echo Dot. Now I have one in my night stand upstairs and one in the living room downstairs. I can enjoy different music all day long, play sleep music, set my alarm and other cool stuff. I loooooove them.",2018-09-12,They work perfectly.,https://www.amazon.com/gp/customer-reviews/RLPVXS2S6OYPI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
51,2117,Stress Curry,10,5,"I actually ordered 1 because I saw it on a lightening deal. I loved it so much 3 days later I ordered a second one. And honestly I’m gonna get a third for Christmas. I use it for alarms,quick add things to lists and listening to music at night while I’m sleep. It’s a nice handy thing to have around the house on your night stand or kitchen nook. They also have cases for them for $10 and under I also ordered 4 of those.",2018-09-12,Good device,https://www.amazon.com/gp/customer-reviews/RFHUE4SCQQZOJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
52,2118,Aimee Marie,10,4,What's not to like about Alexa she works so hard but it did take me a while to get it hooked up I thought you could just plug it in the wall but no no no you got it first download it on your computer I ended up having to get Amazon support because my new 2 month old laptop they said was already infected with viruses and I had to pay an extra $89 to get Amazon Alexa service for the next year once I did that it then worked. So it cost me a lot more than just the Amazon advertised price,2018-09-12,Got it it'll wake you up in the morning and sing You songs,https://www.amazon.com/gp/customer-reviews/R2ZCATYXFH5M7C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
53,2119,Lisa Owens,10,5,"Purchased for my 14 yr old son, he loves it",2018-09-12,Great useful product,https://www.amazon.com/gp/customer-reviews/R1BCYA9H5C45FF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
54,2120,Damaris Betancourt,10,5,"This little gadget is great for the start of automation of your home... From order tracking of your Amazon shipping, dropping on your teenagers room to wake them up in the morning to combining it with Nest thermostat and changing the temperature of your home from your bed. This product is amazing. For those who are techno savy get coupe of ESP8266 and the sky is the limit. Highly recommend this.... Thank you Amazon for the great quality product. Kudos to the Engineering team behind the design!",2018-09-12,A must have if you order from Amazon.,https://www.amazon.com/gp/customer-reviews/R2IZ91Y1JNN26S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
55,2121,Jake Roberts,10,5,I don’t like that it has no bass but I still love,2018-09-12,Wow,https://www.amazon.com/gp/customer-reviews/R2RUNLBWIRPRXG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
56,2122,Kiki B.,10,5,Bought this for my 5 year old. She loves how Alexa tells her jokes and answers all of her questions.,2018-09-12,Love it!,https://www.amazon.com/gp/customer-reviews/R18RE69QC2H5Y7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
57,2123,LuAnn,10,5,Small and compact for a extension to your yard,2018-09-12,Small device for yard,https://www.amazon.com/gp/customer-reviews/R1QLAA4BTI5TPK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
58,2124,Raul,10,5,works as advertised,2018-09-12,Five Stars,https://www.amazon.com/gp/customer-reviews/R2P1802VYTCGFI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
59,2125,mindy ruland,10,5,Funny that cowboy boots are you I'm,2018-09-12,Super excited to see,https://www.amazon.com/gp/customer-reviews/R18BOPQTGZ4IJV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
60,2126,Santiago Flores,10,5,Best smart assistan for the price.,2018-09-12,Excellent smart assistant,https://www.amazon.com/gp/customer-reviews/R2CF4B3XT1714C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
61,2127,Diana De Paul,10,5,"Echo Dot ""Alexa"" is a fun friend to have around! I love talking to Alexa when I awaken and before bedtime. Of course, anytime during the day is great as well. Having someone to respond to my music requests, weather questions, and let me know what it new at the movies ...well, definitely a nice perk in my day. I wanted my cousin to have a happy roommate and not be lonely in her little country cottage in Wyoming, so I gifted her with an Echo Dot Alexa to keep her company and fill her life with music and conversation. Yes....totally enhanced her life! Echo Dot makes a great gift for college students (gave them to my granddaughters - love it, but they wanted to change the name to ""Alex"". We all...need a Cabana Boy..right?)",2018-09-12,A Welome Companion - Echo Dot Alexa,https://www.amazon.com/gp/customer-reviews/R70DVYKQIDRAN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
62,2128,Frankie,10,5,I use it in my office for music,2018-09-12,Great Echo dot,https://www.amazon.com/gp/customer-reviews/R2WSMS09GMIQQ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
63,2129,Kathy Ohrt,10,5,Love it play it all the time,2018-09-12,Love it,https://www.amazon.com/gp/customer-reviews/R20F463O83N2UM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
64,2130,Tiffani N Willyard,10,5,Totally worth the price. We have enjoyed ours for a couple of months now.,2018-09-12,Price and Quality,https://www.amazon.com/gp/customer-reviews/RZ4BBCGXND05P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
65,2131,jfox,10,5,Music. Wonderful music. Easy to use,2018-09-12,Setup,https://www.amazon.com/gp/customer-reviews/RENI1DPAQIUHW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
66,2132,Alyn C. Gilliam,10,5,Great product,2018-09-12,Fun to use,https://www.amazon.com/gp/customer-reviews/R1RR5DKJR1AG48/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
67,2133,Angelique Bruce,10,5,Easy hook up and provides great information.,2018-09-12,Love my echo dot,https://www.amazon.com/gp/customer-reviews/R2BZDFMANL77T1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
68,2134,Cristal Garza,10,5,Awesome device! Sound is a little low though but in all awesome,2018-09-12,Awesome product,https://www.amazon.com/gp/customer-reviews/R349Y4897OIO3X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
69,2135,Turtlep2001,10,5,It’s really grest,2018-09-12,N/a,https://www.amazon.com/gp/customer-reviews/R3S0WQOSRPZKCZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
70,2136,Nervus Wreck,10,5,Great to have around. I thoroughly enjoy it.,2018-09-12,Worth it,https://www.amazon.com/gp/customer-reviews/R3L67U0D95OCNA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
71,2137,Richard Jolley,10,1,"Alexa doesn't really know much, speaker isn't great for music, books are read by her annoying voice, Google is much better.",2018-09-12,It's just ok,https://www.amazon.com/gp/customer-reviews/RHINFLS1VSGY4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
72,2138,NWLL,10,5,Love it!! It was a little difficult to learn,2018-09-12,It is perfect. No more list,https://www.amazon.com/gp/customer-reviews/R119U8LZR7GZ0W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
73,2139,randy,10,5,Can't really say anything bad about Alexa... she's always listening.,2018-09-12,Great product,https://www.amazon.com/gp/customer-reviews/R2SY86AY2LAZ2X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
74,2140,Eric,10,5,It's awesome,2018-09-12,Amazing,https://www.amazon.com/gp/customer-reviews/R35RL4FET32WLX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
75,2141,JR,10,1,"Horrible response to commands. Disconnects bluetooth at random, does not work well in multi room set up.",2018-09-12,Do not purchase,https://www.amazon.com/gp/customer-reviews/R2EGBIUBP1UZ3G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
76,2325,Bryon,10,5,Absolutely love the dot. We have several to control our lights and sockets in our house as I convert it to a smart home.,2018-09-13,Great for smart home,https://www.amazon.com/gp/customer-reviews/R2Q13LWS6D9S1A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01DFKC2SO,0.0,0,True
77,2329,Ldy3stp,12,4,"She isn't quite as intuitive as Google, but I like some of her routines.",2018-06-27,Company,https://www.walmart.com/ip/Amazon-B015TJD0Y4-Echo-Dot-White/845847970,,0,False
78,4503,5536england,11,5,It’s great fun still learning what it can do,2018-09-12,TeDot,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
79,4505,simsel26,11,5,Good quality and price,2018-09-05,Good,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
80,4507,ozbe-oze-j2rl2shd1,11,5,fun and easy to use. nothing difficult about it.,2018-09-04,Fun and easy to use,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
81,4509,soleman2002,11,5,,2018-09-02,Good devise,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
82,4510,y.vonn32,11,5,This is a easy way to get hold of your teenage son who is in his bedroom and won’t come out.Excellent product and would highly recommended all households having one.,2018-09-01,Excellent,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
83,4511,lyndsemccreed0,11,4,Good sound,2018-09-01,V good,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
84,4512,chrisbak40,11,3,This is only worth buying if you can connect this to an amplifier or amplified speakers but is let down by only having an analogue connection. I connected this to my home theatre system but have been plagued with crackle from the left speaker. There is no crackle with a digital connection from the TV. So crackle could be from the analogue connection in the home theatre or the echo dot. I will investigate further and if it is the dot then it is going back. I will not buy another until Amazon bring the echo dot up to date and include a digital connection.,2018-08-29,Only an analogue connection,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
85,4513,sexyman326,11,5,Just love it but could have a better speaker for sound,2018-08-27,Every homeshould have it,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
86,4515,landroverray,11,5,good gear programed in 1st time,2018-08-22,echo dot,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
87,4517,4022andrew,11,5,I bought this item because the price was reasonable and I wanted to find out more about it and what it can do. I am still investigating the possibilities but have already set up two smart wall sockets that work by verbal command to the device. I therefore recommend it,2018-08-21,Fun device with serious possibilities.,https://www.ebay.com/urw/product-reviews/242683975?pgn=1&sort=-lastEditedDate,,0,True
